pmid,boolean_query,rank,result_pmid,result_title
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",1,40952592,Microbiota-gut-brain axis in neurodegenerative diseases: molecular mechanisms and therapeutic targets.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",2,37806986,Drug-microbiota interactions: an emerging priority for precision medicine.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",3,40899744,Gut Microbiota-Derived Metabolites Orchestrate Metabolic Reprogramming in Diabetic Cardiomyopathy: Mechanisms and Therapeutic Frontiers.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",4,38355288,Ginsenosides retard atherogenesis via remodelling host-microbiome metabolic homeostasis.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",5,40995781,Metabolic modeling links gut microbiota to metabolic markers of Parkinson's disease.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",6,38908272,Association between environmental phthalates exposure and gut microbiota and metabolome in dementia with Lewy bodies.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",7,40903950,Bidirectional communication between the gut microbiota and the central nervous system.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",8,41053825,Integrated multi-omics highlights alterations of gut microbiome functions in prodromal and idiopathic Parkinson's disease.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",9,41377218,Gut-brain axis and Parkinson's disease: navigating the microbial enigma.
41053825,"(""Parkinson's disease"" OR ""Parkinson disease"" OR ""PD"" OR ""prodromal Parkinson"") AND (""gut microbiome"" OR ""gut microbiota"" OR ""intestinal microbiome"" OR ""intestinal microbiota"") AND (""multi-omics"" OR ""multiomics"" OR ""metagenomics"" OR ""metatranscriptomics"" OR ""meta-metabolomics"" OR ""metabolomics"" OR ""metatranscriptome"") AND (""metabolites"" OR ""microbiome function"" OR ""functional metagenomics"" OR ""bile acids"" OR ""glutamate"" OR ""chemotaxis"" OR ""flagellar assembly"") AND (""microbiome-host"" OR ""host-microbiome"" OR ""dysbiosis"" OR ""microbial metabolism"" OR ""keystone species"" OR ""Roseburia"" OR ""Blautia"" OR ""Methanobrevibacter"")",10,39449013,Blautia coccoides and its metabolic products enhance the efficacy of bladder cancer immunotherapy by promoting CD8+ T cell infiltration.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",1,38397242,Improving Genomic Predictions in Multi-Breed Cattle Populations: A Comparative Analysis of BayesR and GBLUP Models.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",2,41413855,Comparison of GBLUP and WGBLUP in genomic selection for beef cattle under different LD patterns and mixed multi-population scenarios: a simulation study.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",3,25885467,Empirical and deterministic accuracies of across-population genomic prediction.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",4,40866809,Improving genomic prediction in pigs by integrating multi-population data and prior knowledge.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",5,28427324,Genomic prediction from observed and imputed high-density ovine genotypes.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",6,41062993,Genomic predictions for growth and feed efficiency traits in a duck breeding population.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",7,29264625,Predictive ability of genomic selection models in a multi-population perennial ryegrass training set using genotyping-by-sequencing.
41413855,"(""genomic selection"" OR ""genomic prediction"" OR ""genomic estimated breeding values"" OR ""GEBV"") AND (""GBLUP"" OR ""weighted GBLUP"" OR ""WGBLUP"" OR ""ssGBLUP"" OR ""genomic best linear unbiased prediction"") AND (""linkage disequilibrium"" OR ""LD pattern"") AND (""reference population"" OR ""training population"" OR ""multi-population"" OR ""across-population"") AND (""beef cattle"" OR ""livestock"" OR ""poultry"" OR ""cattle"" OR ""bovine"") AND (""prediction accuracy"" OR ""genomic accuracy"" OR ""cross-validation"")",8,23516992,Consistency of linkage disequilibrium between Chinese and Nordic Holsteins and genomic prediction for Chinese Holsteins using a joint reference population.
42082551,"(""NLRP3 inflammasome"" OR ""NLRP3"") AND (""ASC speck"" OR ""ASC-GFP"" OR ""inflammasome speck"" OR ""speck formation"") AND (""live-cell imaging"" OR ""single-cell imaging"" OR ""live imaging"" OR ""real-time imaging"") AND (""pyroptosis"" OR ""IL-1β"" OR ""IL-18"" OR ""inflammasome dynamics"" OR ""speck lifetime"" OR ""single-cell level"")",1,38867997,Exposing kinetic disparities between inflammasome readouts using time-resolved analysis.
42082551,"(""NLRP3 inflammasome"" OR ""NLRP3"") AND (""ASC speck"" OR ""ASC-GFP"" OR ""inflammasome speck"" OR ""speck formation"") AND (""live-cell imaging"" OR ""single-cell imaging"" OR ""live imaging"" OR ""real-time imaging"") AND (""pyroptosis"" OR ""IL-1β"" OR ""IL-18"" OR ""inflammasome dynamics"" OR ""speck lifetime"" OR ""single-cell level"")",2,37578716,Measuring NLR Oligomerization II: Detection of ASC Speck Formation by Confocal Microscopy and Immunofluorescence.
42082551,"(""NLRP3 inflammasome"" OR ""NLRP3"") AND (""ASC speck"" OR ""ASC-GFP"" OR ""inflammasome speck"" OR ""speck formation"") AND (""live-cell imaging"" OR ""single-cell imaging"" OR ""live imaging"" OR ""real-time imaging"") AND (""pyroptosis"" OR ""IL-1β"" OR ""IL-18"" OR ""inflammasome dynamics"" OR ""speck lifetime"" OR ""single-cell level"")",3,37365476,Examining the Kinetics of Phagocytosis-Coupled Inflammasome Activation in Murine Bone Marrow-Derived Dendritic Cells.
42082551,"(""NLRP3 inflammasome"" OR ""NLRP3"") AND (""ASC speck"" OR ""ASC-GFP"" OR ""inflammasome speck"" OR ""speck formation"") AND (""live-cell imaging"" OR ""single-cell imaging"" OR ""live imaging"" OR ""real-time imaging"") AND (""pyroptosis"" OR ""IL-1β"" OR ""IL-18"" OR ""inflammasome dynamics"" OR ""speck lifetime"" OR ""single-cell level"")",4,42082551,Time-lapse image analysis reveals trigger-dependent differences in ASC speck lifetime in the NLRP3 inflammasome.
28945705,"(""SLAM-seq"" OR ""SLAMseq"" OR ""SLAM seq"" OR ""thiol-linked alkylation"" OR ""4-thiouridine"" OR ""s4U"" OR ""metabolic RNA labeling"" OR ""metabolic RNA sequencing"") AND (""RNA dynamics"" OR ""RNA turnover"" OR ""RNA decay"" OR ""transcription dynamics"" OR ""RNA stability"" OR ""mRNA stability"" OR ""mRNA turnover"" OR ""mRNA decay"") AND (""high-throughput sequencing"" OR ""RNA sequencing"" OR ""RNA-seq"" OR ""next-generation sequencing"")",1,28945705,Thiol-linked alkylation of RNA to assess expression dynamics.
28945705,"(""SLAM-seq"" OR ""SLAMseq"" OR ""SLAM seq"" OR ""thiol-linked alkylation"" OR ""4-thiouridine"" OR ""s4U"" OR ""metabolic RNA labeling"" OR ""metabolic RNA sequencing"") AND (""RNA dynamics"" OR ""RNA turnover"" OR ""RNA decay"" OR ""transcription dynamics"" OR ""RNA stability"" OR ""mRNA stability"" OR ""mRNA turnover"" OR ""mRNA decay"") AND (""high-throughput sequencing"" OR ""RNA sequencing"" OR ""RNA-seq"" OR ""next-generation sequencing"")",2,41120751,TDP-43 loss induces cryptic polyadenylation in ALS/FTD.
28945705,"(""SLAM-seq"" OR ""SLAMseq"" OR ""SLAM seq"" OR ""thiol-linked alkylation"" OR ""4-thiouridine"" OR ""s4U"" OR ""metabolic RNA labeling"" OR ""metabolic RNA sequencing"") AND (""RNA dynamics"" OR ""RNA turnover"" OR ""RNA decay"" OR ""transcription dynamics"" OR ""RNA stability"" OR ""mRNA stability"" OR ""mRNA turnover"" OR ""mRNA decay"") AND (""high-throughput sequencing"" OR ""RNA sequencing"" OR ""RNA-seq"" OR ""next-generation sequencing"")",3,34694617,Transcriptome-Wide Profiling of RNA Stability.
28945705,"(""SLAM-seq"" OR ""SLAMseq"" OR ""SLAM seq"" OR ""thiol-linked alkylation"" OR ""4-thiouridine"" OR ""s4U"" OR ""metabolic RNA labeling"" OR ""metabolic RNA sequencing"") AND (""RNA dynamics"" OR ""RNA turnover"" OR ""RNA decay"" OR ""transcription dynamics"" OR ""RNA stability"" OR ""mRNA stability"" OR ""mRNA turnover"" OR ""mRNA decay"") AND (""high-throughput sequencing"" OR ""RNA sequencing"" OR ""RNA-seq"" OR ""next-generation sequencing"")",4,31768977,Determining mRNA Stability by Metabolic RNA Labeling and Chemical Nucleoside Conversion.
